name,age,club,positions,nationality,rating_merged,goals_p90_merged,assists_p90_merged,xg_per_90_merged,shots_p90_merged,key_passes_p90_merged,passes_p90_merged,accurate_crosses_p90_merged,interceptions_p90_merged,tackles_p90_merged,blocks_p90_merged,dribbles_won_p90_merged,aerial_won_p90_merged,pass_success_pct_merged,dispossessed_p90_merged,turnovers_p90_merged,goals_p90_pct_merged,assists_p90_pct_merged,xg_per_90_pct_merged,key_passes_p90_pct_merged,tackles_p90_pct_merged,interceptions_p90_pct_merged,pass_success_pct_pct_merged,dribbles_won_p90_pct_merged,aerial_won_p90_pct_merged
Abdallah Sima,24,Brest,"AM(LR),FW",sn,6.71163125597685,0.4597863852786,0.101917385149916,0.446525427872861,2.88727319521297,0.974005919444087,22.1357611632994,0.15750868614078,0.16677390297259,1.25543688071033,0.0625402136147214,1.08982112984172,3.12353622442414,72.1884518826979,1.64225968343842,3.65744434435723,0.906199368474995,0.550076961323883,0.897635981775093,0.540869827518473,0.310533574823316,0.0901387090125573,0.221730527182158,0.605495093935261,0.895867161852599
Abde Ezzalzouli,24,Real Betis,AM(L),ma,6.83274847559067,0.214105951143777,0.160016026644296,0.374509960309014,2.83295979566029,1.06714913543767,30.523620519113,0.358345749809058,0.42257753515219,1.864975521805,0.0574705447806979,2.33037424718595,1.01869357807355,76.5068534598606,2.12077578975046,3.29497790076001,0.7153296663524,0.721879183290471,0.871812012448755,0.641623072561802,0.639097699095172,0.226957027372314,0.20817607444384,0.944151153241721,0.459339513651898
Abdel Abqar,26,Getafe,D(C),ma,6.55782363406953,0,0.036007785467128,0.0356125756920415,0.471020761245675,0.231617647058824,31.1321366782007,0.0330882352941176,1.23107698961938,1.59796712802768,0.729887543252595,0.12943339100346,1.53762975778547,74.5196486493587,0.0827205882352941,0.657871972318339,0,0.269428916229867,0.221153907471277,0.116797465672345,0.473319350781094,0.811290462049442,0.167195634234977,0.0922350310685649,0.67874788406641
Abdelhamid Sabiri,29,Sampdoria,"AM(CL),FW",ma,6.44277777777778,0.168067226890756,0,0.27890756302521,2.77310924369748,1.17647058823529,33.781512605042,0.840336134453782,0.168067226890756,1.51260504201681,0.336134453781513,1.17647058823529,2.52100840336134,74.1293532338308,2.35294117647059,2.85714285714286,0.697297297297297,0,0.832432432432432,0.681081081081081,0.486486486486487,0.0702702702702703,0.172972972972973,0.756756756756757,0.854054054054054
Abdelkahar Kadri,25,Gent,"AM(CLR),FW",dz,6.93788834396709,0.11128165771297,0.219493476592479,0.0995003837298542,1.5464313123561,1.64696853415196,45.5947812739831,0.858787413660783,0.9623944742901,2.25479662317728,0.113584036838066,2.16039907904835,0.471220260936301,83.4289849986099,1.71987720644666,2.11742133537989,0.498224790182823,0.792000130273386,0.427555692736671,0.838300473687775,0.709158280521427,0.487727362182592,0.719847103912241,0.906512532214344,0.175280776918974
Abdón Prats,33,Mallorca,FW,es,6.39794117647059,0.428911834789516,0.0714853057982526,0.277984908657665,2.35901509134233,1.00079428117554,16.5131056393963,0.0714853057982526,0.142970611596505,0.428911834789516,0.214455917394758,0.571882446386021,2.93089753772836,56.7099567099567,0.714853057982526,2.93089753772836,0.924107142857143,0.477678571428571,0.816964285714286,0.611607142857143,0.0446428571428571,0.0580357142857143,0.00446428571428571,0.441964285714286,0.924107142857143
Abdou Harroui,28,Frosinone,M(CLR),nl,6.63944444444444,0.262645914396887,0.262645914396887,0.32877140077821,2.88910505836576,1.40077821011673,31.6050583657588,0.350194552529183,0.437743190661479,2.0136186770428,0.262645914396887,1.66342412451362,1.05058365758755,81.7174515235457,0.61284046692607,2.45136186770428,0.808163265306122,0.938775510204082,0.881632653061225,0.771428571428571,0.816326530612245,0.310204081632653,0.477551020408163,0.906122448979592,0.453061224489796
Abdoul Ouattara,20,Strasbourg,M(R),fr,6.39578947368421,0.159151193633952,0,0.126464373464373,1.19363395225464,0.302387267904509,38.6299734748011,0.226790450928382,0.680371352785146,1.36074270557029,0,0.377984084880637,0,89.1949152542373,0.377984084880637,1.43633952254642,0.6875,0,0.640625,0.171875,0.369791666666667,0.34375,0.807291666666667,0.333333333333333,0
Abdoulaye Bamba,35,Angers,"D(CLR),M(R)",ci,6.30522378372464,0,0,0.00931342947696116,0.0337565403296889,0.317311479099075,37.5254580574986,0.221105339159462,1.15784933330833,1.37389119141834,0.356131500478218,0.18228531778032,0.859103951390582,89.3236065946065,0.249798398439698,0.359507154511187,0,0,0.478264934229115,0.182450537513362,0.314631261836938,0.694783742257039,0.862172901833392,0.0892487562744746,0.447000136035915
Abdoulaye Ndiaye,23,Brest,D(C),sn,6.76863636363636,0.0525700934579439,0,0.0395432242990654,0.578271028037383,0.0525700934579439,48.6799065420561,0,0.578271028037383,2.57593457943925,0.893691588785047,0.105140186915888,2.47079439252336,86.7170626349892,0.26285046728972,0.788551401869159,0.381395348837209,0,0.227906976744186,0,0.827906976744186,0.27906976744186,0.646511627906977,0.0790697674418605,0.930232558139535
Abdoulaye Sissako,27,St.Truiden,"D(C),DMC",fr,6.66130786561579,0.0549864985140823,0.0801037879587865,0.0564953008794823,0.788139812035179,0.523390004374783,42.6735959208919,0.0257961351053719,1.24364525034319,2.49068472898973,0.335349756369835,0.947668542292085,1.8294890554994,80.1878641556381,1.23278371977251,1.50160660139691,0.319310907557004,0.472688777740429,0.352706927968881,0.265347193485236,0.810898927517154,0.65807254061469,0.560201768734917,0.65587456923991,0.662882559695766
Abdoulaye Touré,31,Le Havre,DMC,fr,6.69581561509651,0.245976313392044,0.0210236165292345,0.24809864748067,1.57782242051905,0.361606204302834,43.8153192085776,0.122988156696022,1.16155481324021,2.12233408862622,0.54240930645425,0.875633628442617,1.51580275175781,83.2899310292673,1.13107056927282,1.27087761919223,0.72176386320543,0.174750256276256,0.735196486837786,0.178149057305381,0.661430172257844,0.664443616711222,0.444907723797847,0.561825076380374,0.73968540414598
Abdu Conté,27,Casa Pia AC,"D(CL),M(L)",pt,6.45990546953198,0.0187226960682338,0.096917485529681,0.0193030996463491,0.317184498097138,0.848027998384709,33.2977642898224,0.886574725584014,0.392075282370073,1.42622890637428,0.218064342441782,0.693841089587489,0.634368996194275,77.3142618840689,0.460358056265985,1.07600435639203,0.119187061241904,0.496653753612965,0.13667882163046,0.504323021684068,0.408817888458359,0.174298504919407,0.256117348622969,0.404037892469135,0.270532545953903
Abdukodir Khusanov,21,Lens,D(CR),uz,6.88769230769231,0,0,0.0227766393442623,0.55327868852459,0.184426229508197,49.2418032786885,0.0922131147540984,2.39754098360656,1.38319672131148,1.01434426229508,0.0922131147540984,2.58196721311475,88.9513108614232,0.0922131147540984,0.461065573770492,0,0,0.111627906976744,0.0744186046511628,0.306976744186047,0.995348837209302,0.818604651162791,0.0651162790697674,0.934883720930233
Abdul Fatawu,21,Leicester,AM(LR),gh,7.22870666739675,0.229074376311495,0.315633014688739,0.144290627185824,2.53118442527396,1.62800186523665,28.4436931685708,1.0640592212637,0.612030776404756,1.51871065516437,0.139018419211938,2.70167871298671,1.20307764047564,74.696564113387,1.3770692469107,3.03042667288412,0.766760275805832,0.953711048764573,0.625419099471966,0.8299361278171,0.514396468466571,0.338701695239269,0.27929733752863,0.987066151791355,0.427894582571022
Abdülkadir Ömür,26,Antalyaspor,M(CLR),tr,6.61125112495319,0.0665749917018351,0.161316326046754,0.115809673289393,1.22310209113756,1.32637868082887,37.6327943477642,0.469439044051401,0.665749917018351,1.94091706576888,0.0759637725828631,0.845843804827161,0.728057281046991,85.2542135172672,0.96448385414197,1.61572383707146,0.231507321175113,0.621938586220882,0.535157691772364,0.725302290721701,0.689420833845975,0.347451249634867,0.756054122176864,0.57737803747573,0.304775060310174
Abdülkerim Bardakci,31,Galatasaray,D(C),tr,7.08650606496784,0.0955616903801232,0.0589297090677426,0.100456891059673,0.906774262051391,0.424718623911659,58.0887661923975,0.24846039498832,1.40050966234869,1.27627946485453,0.610533021873009,0.46028880866426,3.04363983860692,86.227160294068,0.285092376300701,0.744319388405182,0.453500989025546,0.371292600404548,0.48641634482195,0.230674027010972,0.363279763884644,0.7956833910801,0.785196454491191,0.318187994763557,0.916659370936917
