competition_code,season_id,club_id,club_name,player_id,name,profile_url,position_detail,age,nationalities,market_value_text,market_value_eur,source_url
GB1,2025,148,Tottenham Hotspur,378710,Richarlison,https://www.transfermarkt.pt/richarlison/profil/spieler/378710,Ponta de Lança,28,Brasil,"28,00 M €",28000000,https://www.transfermarkt.pt/tottenham-hotspur/kader/verein/148/saison_id/2025
GB1,2025,148,Tottenham Hotspur,801734,Mathys Tel,https://www.transfermarkt.pt/mathys-tel/profil/spieler/801734,Ponta de Lança,20,França|Guadalupe,"25,00 M €",25000000,https://www.transfermarkt.pt/tottenham-hotspur/kader/verein/148/saison_id/2025
GB1,2025,148,Tottenham Hotspur,487969,Randal Kolo Muani,https://www.transfermarkt.pt/randal-kolo-muani/profil/spieler/487969,Ponta de Lança,27,França|RD do Congo,"22,00 M €",22000000,https://www.transfermarkt.pt/tottenham-hotspur/kader/verein/148/saison_id/2025
GB1,2025,281,Manchester City FC,315858,Gianluigi Donnarumma,https://www.transfermarkt.pt/gianluigi-donnarumma/profil/spieler/315858,Guarda-Redes,27,Itália,"45,00 M €",45000000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
GB1,2025,281,Manchester City FC,566799,James Trafford,https://www.transfermarkt.pt/james-trafford/profil/spieler/566799,Guarda-Redes,23,Inglaterra,"25,00 M €",25000000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
GB1,2025,281,Manchester City FC,116648,Marcus Bettinelli,https://www.transfermarkt.pt/marcus-bettinelli/profil/spieler/116648,Guarda-Redes,33,Inglaterra|Itália,500 mil €,500000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
GB1,2025,281,Manchester City FC,475959,Josko Gvardiol,https://www.transfermarkt.pt/josko-gvardiol/profil/spieler/475959,Defesa Central,24,Croácia,"70,00 M €",70000000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
GB1,2025,281,Manchester City FC,392757,Marc Guéhi,https://www.transfermarkt.pt/marc-guehi/profil/spieler/392757,Defesa Central,25,Inglaterra|Costa do Marfim,"65,00 M €",65000000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
GB1,2025,281,Manchester City FC,258004,Rúben Dias,https://www.transfermarkt.pt/ruben-dias/profil/spieler/258004,Defesa Central,28,Portugal,"60,00 M €",60000000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
GB1,2025,281,Manchester City FC,763079,Abdukodir Khusanov,https://www.transfermarkt.pt/abdukodir-khusanov/profil/spieler/763079,Defesa Central,22,Uzbequistão,"35,00 M €",35000000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
GB1,2025,281,Manchester City FC,186590,John Stones,https://www.transfermarkt.pt/john-stones/profil/spieler/186590,Defesa Central,31,Inglaterra,"15,00 M €",15000000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
GB1,2025,281,Manchester City FC,177476,Nathan Aké,https://www.transfermarkt.pt/nathan-ake/profil/spieler/177476,Defesa Central,31,Holanda|Costa do Marfim,"15,00 M €",15000000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
GB1,2025,281,Manchester City FC,843595,Max Alleyne,https://www.transfermarkt.pt/max-alleyne/profil/spieler/843595,Defesa Central,20,Inglaterra|Barbados,"8,00 M €",8000000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
GB1,2025,281,Manchester City FC,743413,Nico O'Reilly,https://www.transfermarkt.pt/nico-oreilly/profil/spieler/743413,Lateral Esquerdo,21,Inglaterra|Jamaica,"50,00 M €",50000000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
GB1,2025,281,Manchester City FC,578391,Rayan Aït-Nouri,https://www.transfermarkt.pt/rayan-ait-nouri/profil/spieler/578391,Lateral Esquerdo,24,Argélia|França,"40,00 M €",40000000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
GB1,2025,281,Manchester City FC,601883,Matheus Nunes,https://www.transfermarkt.pt/matheus-nunes/profil/spieler/601883,Lateral Direito,27,Portugal|Brasil,"45,00 M €",45000000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
GB1,2025,281,Manchester City FC,701057,Rico Lewis,https://www.transfermarkt.pt/rico-lewis/profil/spieler/701057,Lateral Direito,21,Inglaterra|Jamaica,"32,00 M €",32000000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
GB1,2025,281,Manchester City FC,357565,Rodri,https://www.transfermarkt.pt/rodri/profil/spieler/357565,Médio Defensivo,29,Espanha,"65,00 M €",65000000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
GB1,2025,281,Manchester City FC,466805,Nico González,https://www.transfermarkt.pt/nico-gonzalez/profil/spieler/466805,Médio Defensivo,24,Espanha,"45,00 M €",45000000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
